OriginalName,UpdatedName,Family,Order,Class,Phylum,Genus,Hemisphere,Latitude,Longitude,DevelopmentalMode,EggSize,PlanktonicTime,absLatitude,speed_annual,temperature_annual,Reference,ott_id
"Costasiella sp. 3, cf. o",Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,77.2,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott639889
Costasiella sp. 4 Guam,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,L,105.2,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott639889
Costasiella sp. 1 Guam,Costasiella,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Costasiella,N,13,144,P,67.3,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott639889
Cyerce sp. 2,Cyerce,Polybranchiidae,Sacoglossa,Gastropoda,Mollusca,Cyerce,N,13,144,P,52.9,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott898991
Cyerce nigra,Cyerce nigra,Polybranchiidae,Sacoglossa,Gastropoda,Mollusca,Cyerce,N,13,144,P,57.2,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott898991
Cyerce sp. Bahamas,Cyerce,Polybranchiidae,Sacoglossa,Gastropoda,Mollusca,Cyerce,N,27,-78,P,61.8,NA,27,0.281421591,25.7720089,Marshall et al. 2012,ott898991
Cylindrobulla sp1,Cylindrobulla,Volvatellidae,Sacoglossa,Gastropoda,Mollusca,Cylindrobulla,S,-31,159,L,114.7,NA,31,0.047935813,21.72961044,Marshall et al. 2012,ott2883775
Echinosigra phiale,Echinosigra phiale,Pourtalesiidae,Pourtalesoida,Echinoidea,Echinodermata,Echinosigra,N,57,-12,L,335,NA,57,0.160720632,11.2353096,Marshall et al. 2012,ott3650192
Echinostrephus aciculatu,Echinostrephus aciculatus,Echinometridae,Echinoida,Echinoidea,Echinodermata,Echinostrephus,N,35,136,P,150,NA,35,0.415158452,18.08909035,Marshall et al. 2012,ott694973
Elysia marginata,Elysia marginata,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,13,144,P,55.7,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott322154
Elysia pusilla,Elysia pusilla,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,13,144,P,97,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott322154
Elysia patina,Elysia patina,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,12,-69,P,67.2,NA,12,0.346098317,27.17790985,Marshall et al. 2012,ott322154
"Elysia sp. 18, Rhipilia",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,26,-79,P,61.2,NA,26,0.352894985,26.89310074,Marshall et al. 2012,ott322154
Elysia ornata,Elysia ornata,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,12,-69,P,59.4,NA,12,0.346098317,27.17790985,Marshall et al. 2012,ott322154
E. furvacauda,Elysia furvacaud,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-31,159,L,126.1,NA,31,0.047935813,21.72961044,Marshall et al. 2012,ott322154
"Elysia sp. 24, cf brown",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-31,159,P,67.1,NA,31,0.047935813,21.72961044,Marshall et al. 2012,ott322154
"Elysia sp. 22, gold spot",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,S,-31,159,P,71.5,NA,31,0.047935813,21.72961044,Marshall et al. 2012,ott322154
"Elysia sp. 15, Udotea-ea",Elysia,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Elysia,N,13,144,L,67.1,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott322154
Echinus affinis,Gracilechinus affinis,Echinidae,Echinoida,Echinoidea,Echinodermata,Gracilechinus,N,57,-10,P,90,NA,57,0.070035989,11.3216095,Marshall et al. 2012,ott350764
Holopneustes maroon,Holopneustes,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Holopneustes,S,-34,138,L,385.48,NA,34,0.144487574,17.60709953,Marshall et al. 2012,ott9415
Holopneustes porosissimu,Holopneustes porosissimus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Holopneustes,S,-38,144,L,426.4,NA,38,0.692250769,15.62879086,Marshall et al. 2012,ott9415
Hydroides elegans (as no,Hydroides elegans,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,S,-33,151.247749,P,45,NA,33,0.585780803,20.54590988,Marshall et al. 2012,ott327392
Hygrosoma petersii,Hygrosoma petersii,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Hygrosoma,N,57,-10,L,1150,NA,57,0.070035989,11.3216095,Marshall et al. 2012,ott3650889
Limacina retroversa,Limacina retroversa,Limacinidae,Thecosomata,Gastropoda,Mollusca,Limacina,N,50,-4,P,90,NA,50,0.167980313,12.54950047,Marshall et al. 2012,ott386771
Cymatium cutaceum,Linatella caudata,Cymatiidae,Mesogastropoda,Gastropoda,Mollusca,Linatella,N,41,2,P,151,NA,41,0.300958531,17.94771004,Marshall et al. 2012,NA
Lobiger viridis,Lobiger viridis,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Lobiger,S,-31,159,P,73.3,NA,31,0.047935813,21.72961044,Marshall et al. 2012,ott1036542
Lytechinus williamsi,Lytechinus williamsi,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,10,-79,P,103,NA,10,0.587371817,27.9405899,Marshall et al. 2012,ott561246
Lytechinus anamesus,Lytechinus pictus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,32,-117,P,111,NA,32,0.083517241,17.20730972,Marshall et al. 2012,ott561246
Encope stokesii,Mellitella stokesii,Curculionoidea,Clypeasteroida,Echinoidea,Echinodermata,Mellitella,N,10,-88,P,114,NA,10,0.332408603,26.87471008,Marshall et al. 2012,ott4147676
Cymatium corrugatum,Monoplex corrugatus,Cymatiidae,Mesogastropoda,Gastropoda,Mollusca,Monoplex,N,41,2,P,216,NA,41,0.300958531,17.94771004,Marshall et al. 2012,ott86407
Ostrea edulis,Ostrea edulis,Ostreidae,Ostreina,Bivalvia,Mollusca,Ostrea,N,58,11,P,202,NA,58,0.036005907,9.550909996,Marshall et al. 2012,ott969369
Oulactis mucosa,Oulactis muscosa,Actiniidae,Actiniaria,Anthozoa,Cnidaria,Oulactis,S,-38,144,L,222,NA,38,0.692250769,15.62879086,Marshall et al. 2012,ott842106
Oxynoe sp.1 (Gosliner),Oxynoe,Oxynoidae,Sacoglossa,Gastropoda,Mollusca,Oxynoe,N,13,144,L,121,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott588314
Paradexiospira vitrea,Paradexiospira vitrea,Spirorbidae,Sabellida,Polychaeta,Annelida,Paradexiospira,N,48,-123,L,196,NA,48,0.136874763,9.787690163,Marshall et al. 2012,ott617650
Parasalenia gratiosa,Parasalenia gratiosa,Parasaleniidae,Echinoida,Echinoidea,Echinodermata,Parasalenia,N,34,136,P,96,NA,34,0.133242163,20.75889015,Marshall et al. 2012,ott3650871
Phormosoma placenta,Phormosoma placenta,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Phormosoma,N,57,-10,L,1100,NA,57,0.070035989,11.3216095,Marshall et al. 2012,ott3650807
Pileolaria berkelyana,Pileolaria berkeleyana,Spirorbidae,Sabellida,Polychaeta,Annelida,Pileolaria,N,48,-122,L,169,NA,48,0.136874763,10.07400036,Marshall et al. 2012,ott511723
Placida cremoniana,Placida cremoniana,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Placida,S,-33,151,P,54.1,NA,33,0.585780803,20.54590988,Marshall et al. 2012,ott322147
Placida sp. Sydney,Placida,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Placida,S,-33,151,P,54.3,NA,33,0.585780803,20.54590988,Marshall et al. 2012,ott322147
Plakobranchus sp white,Plakobranchus,Plakobranchidae,Sacoglossa,Gastropoda,Mollusca,Plakobranchus,N,13,144,P,75,NA,13,0.166330757,28.4860096,Marshall et al. 2012,ott583123
Pourtalesia miranda,Pourtalesia miranda,Pourtalesiidae,Pourtalesoida,Echinoidea,Echinodermata,Pourtalesia,N,57,-12,L,357,NA,57,0.160720632,11.2353096,Marshall et al. 2012,ott3650195
Pourtalesia jeffreysi,Pourtalesia jeffreysi,Pourtalesiidae,Pourtalesoida,Echinoidea,Echinodermata,Pourtalesia,N,57,-12,L,225,NA,57,0.160720632,11.2353096,Marshall et al. 2012,ott3650195
Protolaespira exima,Protolaeospira (Protolaeospira) eximia,Spirorbidae,Sabellida,Polychaeta,Annelida,Protolaeospira,N,48,-122,L,199,NA,48,0.136874763,10.07400036,Marshall et al. 2012,ott614225
Pseudechinus huttoni,Pseudechinus huttoni,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Pseudechinus,S,-45,167,P,110.95,NA,45,0.365241075,13.37790012,Marshall et al. 2012,ott322256
Scaphechinus tenuis,Scaphechinus tenuis,Scutellidae,Clypeasteroida,Echinoidea,Echinodermata,Scaphechinus,N,34,136,P,100,NA,34,0.133242163,20.75889015,Marshall et al. 2012,ott3651041
Sperosoma grimaldii,Sperosoma grimaldii,Echinothuriidae,Echinothurioida,Echinoidea,Echinodermata,Sperosoma,N,57,-10,L,1100,NA,57,0.070035989,11.3216095,Marshall et al. 2012,ott328120
Stiliger fuscovitatus,Stiliger fuscovittatus,Limapontiidae,Sacoglossa,Gastropoda,Mollusca,Stiliger,N,34,-118,P,65.4,NA,34,0.142537474,17.26959991,Marshall et al. 2012,ott903299
Allocentrotus fragilis,Strongylocentrotus fragilis,Strongylocentro,Echinoida,Echinoidea,Echinodermata,Strongylocentrotus,N,48,-123,P,110,NA,48,0.136874763,9.787690163,Marshall et al. 2012,ott564714
Temnopleurus hardwickii,Temnopleurus hardwickii,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Temnopleurus,N,35,140,P,100,NA,35,0.38873975,20.93688965,Marshall et al. 2012,ott335257
Temnopleurus toreumaticu,Temnopleurus toreumaticus,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Temnopleurus,N,34,136,P,80,NA,34,0.133242163,20.75889015,Marshall et al. 2012,ott335257
Temnopleurus michaelseni,Temnopleurus michaelseni,Temnopleuridae,Temnopleuroida,Echinoidea,Echinodermata,Temnopleurus,S,-34,135,P,80.43,NA,34,0.024184786,17.07759094,Marshall et al. 2012,ott335257
Toxopneustes pileolus,Toxopneustes pileolus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Toxopneustes,N,34,136,P,80,NA,34,0.133242163,20.75889015,Marshall et al. 2012,ott238725
Toxopneustes roseus,Toxopneustes roseus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Toxopneustes,N,10,-79,P,100,NA,10,0.587371817,27.9405899,Marshall et al. 2012,ott238725
Hydroides fusicola,Hydroides fusicola,Serpulidae,Sabellida,Polychaeta,Annelida,Hydroides,N,32.738772,129,P,67,NA,32.738772,0.029647677,21.60290909,Matsuo & Ko 1981,ott327392
Lytechinus variegatus,Lytechinus variegatus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,29,-85,P,110,37,29,0.034274335,24.11639023,Mazur & Miller 1971,ott561246
Phragmatopoma lapidosa,Phragmatopoma lapidosa,Sabellariidae,Terebellida,Polychaeta,Annelida,Phragmatopoma,N,26,-80,P,100,NA,26,0.472222748,27.07529068,McCarthy et al. 2003,ott857784
Pteraster tesselatus,Pteraster tesselatus,Pterasteridae,Spinulodisa,Asteroidea,Echinodermata,Pteraster,N,48,-123,L,1200,11,48,0.136874763,9.787690163,McEdward 1992,ott781475
Psolidium bullatum,Psolidium bullatum,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolidium,N,48,-123,L,330,8,48,0.136874763,9.787690163,McEuen & Chia 1991,NA
Psolus chitonoides,Psolus chitonoides,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,48,-123,L,627,28,48,0.136874763,9.787690163,McEuen & Chia 1991,ott478660
Psolus chitinoides,Psolus chitinoides,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,48,-123,L,627,NA,48,0.136874763,9.787690163,McEuen & Chia 1991,ott478660
Eudistylia vancuvieri,Eudistylia vancouveri,Sabellidae,Sabellida,Polychaeta,Annelida,Eudistylia,N,48.537522,-123,L,180,NA,48.537522,0.220556316,9.867109299,McEuen et al. 1983,ott992900
Doris montereyensis,Doris montereyensis,Dorididae,Nudibranchia,Gastropoda,Mollusca,Doris,N,43,-124,L,225,0.5,43,0.071941822,11.41149998,McGowan & Pratt 1954,ott860557
Amphysamytha galapagensi,Amphisamytha galapagensis,Ampharetidae,Ophiurida,Ophiuroidea,Echinodermata,Amphisamytha,N,48,-130,L,240,NA,48,0.005731319,11.53020954,McHugh & Tunicliffe 1994,ott117874
Paralvinella palmiformis,Paralvinella palmiformis,Alvinellidae,Terebellida,Polychaeta,Annelida,Paralvinella,N,47.9667,-129,L,260,NA,47.9667,0.070653765,11.64349079,McHugh 1989,ott386355
Eupolymnia crescentis,Eupolymnia heterobranchia,Terebellidae,Terebellida,Polychaeta,Annelida,Eupolymnia,N,37.858591,-122,L,200,7,37.858591,0.078173553,13.09209061,McHugh 1993,ott1037983
Neoamphitrite robusta,Neoamphitrite robusta,Terebellidae,Terebellida,Polychaeta,Annelida,Neoamphitrite,N,38,-123,L,180,NA,38,0.165433632,11.53059006,McHugh 1993,ott961528
Thelepus crispus,Thelepus crispus,Terebellidae,Terebellida,Polychaeta,Annelida,Thelepus,N,48,-123,L,400,2,48,0.136874763,9.787690163,McHugh 1993,ott784741
Nassarius (Niotha) paupe,Nassarius pauperatus,Nassariidae,Neogastropoda,Gastropoda,Mollusca,Nassarius,S,-34,138,P,145,NA,34,0.144487574,17.60709953,McKillup 1979,ott700420
Eucidaris tribuloides,Eucidaris tribuloides,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Eucidaris,N,25,-80,P,70,25,25,1.304444019,26.89179039,McPherson 1968,ott146860
Owenia fusiformis,Owenia fusiformis,Oweniidae,Sabellida,Polychaeta,Annelida,Owenia,N,48.645613,-2,P,110,NA,48.645613,0.07694893,12.45040989,Menard et al. 1989; Gentil et al. 1990,ott941629
Actinopyga serratidens,Actinopyga serratidens,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Actinopyga,N,27,33,P,NA,28,27,0.387832071,25.39011002,Mercier et al 2013,ott957430
Actinopyga echinites,Actinopyga echinites,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Actinopyga,N,25,121,P,165,18,25,0.17659565,23.58040047,Mercier et al 2013,ott957430
Amphiura chiajei,Amphiura chiajei,Amphiuridae,Ophiurida,Ophiuroidea,Echinodermata,Amphiura,N,43,7,L,150,7,43,0.291258875,17.17739105,Mercier et al 2013,ott508533
Apostichopus japonicus,Apostichopus japonicus,Stichopodidae,Aspidochirotida,Holothuroid,Echinodermata,Apostichopus,N,37,120,P,145,14,37,0.06231897,12.4236908,Mercier et al 2013,ott956276
Arbacia punctulata,Arbacia punctulata,Curculionoidea,Arbacioida,Echinoidea,Echinodermata,Arbacia,N,36,-122,P,75,24,36,0.044639694,13.85679054,Mercier et al 2013,ott146854
Aslia lefevrei,Aslia lefevrei,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Aslia,N,42,-8,L,525,49,42,0.098998443,15.94909,Mercier et al 2013,ott482195
Asterias forbesi,Asterias forbesi,Asteriidae,Forcipulatida,Asteroidea,Echinodermata,Asterias,N,41,-70,P,110,25,41,0.031781489,10.3125906,Mercier et al 2013,ott721269
Asteropsis carinifera,Asteropsis carinifera,Poraniidae,Spinulodisa,Asteroidea,Echinodermata,Asteropsis,N,27,33,L,200,30,27,0.387832071,25.39011002,Mercier et al 2013,ott714499
Astriclypeus manni,Astriclypeus mannii,,Clypeasteroida,Echinoidea,Echinodermata,Astriclypeus,N,34,136,P,190,25,34,0.133242163,20.75889015,Mercier et al 2013,ott3651033
Astropecten velitaris,Astropecten velitaris,Astropectinidae,Paxillosida,Asteroidea,Echinodermata,Astropecten,N,27,33,L,NA,5.5,27,0.387832071,25.39011002,Mercier et al 2013,ott269237
Astropecten polyacanthus,Astropecten polyacanthus,Astropectinidae,Paxillodisa,Asteroidea,Echinodermata,Astropecten,N,27,33,P,165,3.5,27,0.387832071,25.39011002,Mercier et al 2013,ott269237
Certonardoa semiregulari,Certonardoa semiregularis,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Certonardoa,N,36,137,L,930,21,36,0.341048248,17.86301041,Mercier et al 2013,ott987827
Patiriella pseudoexigua,Cryptasterina pentagona,Asterinidae,Spinulosida,Asteroidea,Echinodermata,Cryptasterina,N,22,120,L,378,10,22,0.271779987,26.84609032,Mercier et al 2013,ott831359
Cucumaria piperata,Cucumaria piperata,Cucumariiadae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-123,L,532,8.5,48,0.136874763,9.787690163,Mercier et al 2013,ott891878
Cucumaria frondosa,Cucumaria frondosa,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Cucumaria,N,48,-68,L,750,46,48,0.056807672,4.484089851,Mercier et al 2013,ott891878
Diadema setosum,Diadema setosum,Diadematidae,Diadematoida,Echinoidea,Echinodermata,Diadema,N,27,33,P,92,45,27,0.387832071,25.39011002,Mercier et al 2013,ott631176
Echinaster purpureus,Echinaster purpureus,Echinasteridae,Spinulosida,Asteroidea,Echinodermata,Echinaster,N,27,33,L,NA,4,27,0.387832071,25.39011002,Mercier et al 2013,ott893170
Echinocardium cordatum,Echinocardium cordatum,Loveniidae,Spatangoida,Echinoidea,Echinodermata,Echinocardium,N,55,-5,P,125,27,55,0.079657719,10.16559029,Mercier et al 2013,ott685342
Eucidaris metularia,Eucidaris metularia,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Eucidaris,N,27,33,P,90,30,27,0.387832071,25.39011002,Mercier et al 2013,ott146860
Eucidaris thouarsii,Eucidaris thouarsii,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Eucidaris,N,9,-80,P,86,30,9,0.705341927,27.9847908,Mercier et al 2013,ott146860
Eupentacta fraudatrix,Eupentacta fraudatrix,Sclerodactylida,Dendrochirotida,Holothuroid,Echinodermata,Eupentacta,N,42,131,L,350,6.5,42,0.074489459,9.158800125,Mercier et al 2013,ott1011869
Eupentacta quinquesemita,Eupentacta quinquesemita,Sclerodactylida,Dendrochirotida,Holothuroid,Echinodermata,Eupentacta,N,48,-123,L,397,7,48,0.136874763,9.787690163,Mercier et al 2013,ott1011869
Fromia ghardaqana,Fromia ghardaqana,Ophidiasteridae,Valvatida,Asteroidea,Echinodermata,Fromia,N,32,35,L,100,24,32,0.3087705,22.63718987,Mercier et al 2013,ott240396
Henricia sanguinolenta,Henricia sanguinolenta,Echinasteridae,Spinulodisa,Asteroidea,Echinodermata,Henricia,N,46,-46,L,1050,42,46,0.125006757,8.030990601,Mercier et al 2013,ott461250
Henricia lisa,Henricia lisa,Echinasteridae,Spinulosida,Asteroidea,Echinodermata,Henricia,N,46,-46,L,1100,45,46,0.125006757,8.030990601,Mercier et al 2013,ott461250
Heterocentrotus mammilla,Heterocentrotus mamillatus,Echinometridae,Echinoida,Echinoidea,Echinodermata,Heterocentrotus,N,27,33,P,100,8,27,0.387832071,25.39011002,Mercier et al 2013,ott631179
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,100,14,27,0.387832071,25.39011002,Mercier et al 2013,ott924443
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,NA,28,27,0.387832071,25.39011002,Mercier et al 2013,ott924443
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,NA,28,27,0.387832071,25.39011002,Mercier et al 2013,ott924443
Holothuria (Thymiosycia),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,100,14,27,0.387832071,25.39011002,Mercier et al 2013,ott924443
Holothuria (Theelothuria,Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,8,78,P,145,15,8,0.095602938,27.88350868,Mercier et al 2013,ott924443
Holothuria (Platyperona),Holothuria,Holothuriidae,Aspidochirotida,Holothuroid,Echinodermata,Holothuria,N,27,33,P,100,12,27,0.387832071,25.39011002,Mercier et al 2013,ott924443
Iconaster longimanus,Iconaster longimanus,Goniasteridae,Valvatida,Asteroidea,Echinodermata,Iconaster,N,1,103,L,960.5,10,1,0.450086554,29.12890053,Mercier et al 2013,ott3657773
Laganum depressum,Jacksonaster depressum,Laganidae,Clypeasteroida,Echinoidea,Echinodermata,Jacksonaster,N,27,33,P,100,14,27,0.387832071,25.39011002,Mercier et al 2013,ott3650801
Labidoplax buskii,Labidoplax buskii,Synaptidae,Apodida,Holothuroid,Echinodermata,Labidoplax,N,58,11,L,150,11.5,58,0.036005907,9.550909996,Mercier et al 2013,ott431590
Leptopentacta elongata,Leptopentacta elongata,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Leptopentacta,N,55,-1,L,350,9,55,0.081551171,9.94230938,Mercier et al 2013,ott3653081
Loxechinus albus,Loxechinus albus,Parechinidae,Camarodonta,Echinoidea,Echinodermata,Loxechinus,S,-33,-71,P,116,26.5,33,0.066749525,14.6225996,Mercier et al 2013,ott555685
Luidia alternata,Luidia alternata,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,27,-82,P,193,13,27,0.107439493,24.29841042,Mercier et al 2013,ott367769
Luidia senegalensis,Luidia senegalensis,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,26,-81,P,197,18,26,0.472222748,25.55570984,Mercier et al 2013,ott367769
Luidia quinaria,Luidia quinaria,Luidiidae,Paxillodisa,Asteroidea,Echinodermata,Luidia,N,36,137,P,124,36,36,0.341048248,17.86301041,Mercier et al 2013,ott367769
Luidia ciliaris,Luidia ciliaris,Luidiidae,Paxillodisa,Asteroidea,Echinodermata,Luidia,N,27,-82,P,170,28,27,0.107439493,24.29841042,Mercier et al 2013,ott367769
Luidia savignyi,Luidia savignyi,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,27,33,P,NA,12,27,0.387832071,25.39011002,Mercier et al 2013,ott367769
Luidia clathrata,Luidia clathrata,Luidiidae,Paxillosida,Asteroidea,Echinodermata,Luidia,N,27,-82,P,168,28,27,0.107439493,24.29841042,Mercier et al 2013,ott367769
Lytechinus pictus,Lytechinus pictus,Toxopneustidae,Temnopleuroida,Echinoidea,Echinodermata,Lytechinus,N,37,-120,P,NA,24,37,0.073368934,13.02889061,Mercier et al 2013,ott561246
Patiriella gunnii,Meridiastra gunnii,Asterinidae,Valvatida,Asteroidea,Echinodermata,Meridiastra,S,-33,151,L,360,14,33,0.585780803,20.54590988,Mercier et al 2013,ott658924
Patiriella calcar,Meridiastra calcar,Asterinidae,Valvatida,Asteroidea,Echinodermata,Meridiastra,S,-33,151,L,400,14,33,0.585780803,20.54590988,Mercier et al 2013,ott658924
Metacrinus rotundus,Metacrinus rotundus,Isselicrinidae,Isocrinida,Crinoidea,Echinodermata,Metacrinus,N,34,138,L,350,11,34,0.244204581,20.59139061,Mercier et al 2013,ott617216
Molpadia intermedia,Molpadia intermedia,Molpadiidae,Molpadiida,Holothuroid,Echinodermata,Molpadia,N,48,-123,L,267,6.5,48,0.136874763,9.787690163,Mercier et al 2013,ott124187
Nudechinus gravieri,Nudechinus gravieri,Toxopneustidae,Camarodonta,Echinoidea,Echinodermata,Nudechinus,N,27,33,P,90,15,27,0.387832071,25.39011002,Mercier et al 2013,NA
Ophiocomina nigra,Ophiocomina nigra,Ophiocomidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiocomina,N,50,-4,P,100,37.5,50,0.167980313,12.54950047,Mercier et al 2013,ott368805
Ophioderma brevispina,Ophioderma brevispina,Ophiodermatidae,Ophiurida,Ophiuroidea,Echinodermata,Ophioderma,N,41,-70,L,325,5,41,0.031781489,10.3125906,Mercier et al 2013,ott893176
Ophiomaza cacaotica,Ophiomaza cacaotica,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiomaza,N,27,33,P,100,13,27,0.387832071,25.39011002,Mercier et al 2013,ott357020
Ophioplocus japonicus,Ophioplocus japonicus,Ophiolepididae,Ophiurida,Ophiuroidea,Echinodermata,Ophioplocus,N,36,137,L,300,6,36,0.341048248,17.86301041,Mercier et al 2013,ott208880
Ophiothrix (Ophiothrix),Ophiothrix,Ophiotrichidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,27,33,P,100,21,27,0.387832071,25.39011002,Mercier et al 2013,ott768174
Ophiothrix fragilis,Ophiothrix fragilis,Ophiotricidae,Ophiurida,Ophiuroidea,Echinodermata,Ophiothrix,N,55,11,P,100,26,55,0.031193264,9.359490395,Mercier et al 2013,ott768174
Caudina chilensis,Paracaudina chilensis,Caudinidae,Molpadida,Holothuroid,Echinodermata,Paracaudina,N,40,141,L,572,13,40,0.278627603,11.66199017,Mercier et al 2013,ott398505
Parechinus angulosus,Parechinus angulosus,Echinidae,Echinoida,Echinoidea,Echinodermata,Parechinus,S,-34,18,P,90,56,34,0.242082597,16.42539024,Mercier et al 2013,ott561286
Patiria miniata,Patiria miniata,Asterinidae,Spinulodisa,Asteroidea,Echinodermata,Patiria,N,36,-121,P,185,38,36,0.053637051,13.29309082,Mercier et al 2013,ott157861
Pentamera populifera,Pentamera populifera,Phyllophoridae,Dendrochirotida,Holothuroid,Echinodermata,Pentamera,N,48,-123,L,372,6.5,48,0.136874763,9.787690163,Mercier et al 2013,ott1011872
Prionocidaris baculosa,Prionocidaris baculosa,Cidaridae,Cidaroida,Asteroidea,Echinodermata,Prionocidaris,N,27,33,P,150,25,27,0.387832071,25.39011002,Mercier et al 2013,ott625257
Psammechinus miliaris,Psammechinus miliaris,Echinidae,Echinoida,Echinoidea,Echinodermata,Psammechinus,N,50,-4,P,97,58,50,0.167980313,12.54950047,Mercier et al 2013,ott43153
Pseudocnus echinatus,Pseudocnus echinatus,Cucumariidae,Dendrochirotida,Holothuroid,Echinodermata,Pseudocnus,N,35,140,L,445,7.5,35,0.38873975,20.93688965,Mercier et al 2013,ott435100
Psolus fabricii,Psolus fabricii,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,47,-52,L,500,55,47,0.056388499,5.006690025,Mercier et al 2013,ott478660
Psolus phantapus,Psolus phantapus,Psolidae,Dendrochirotida,Holothuroid,Echinodermata,Psolus,N,47,-52,L,550,58.5,47,0.056388499,5.006690025,Mercier et al 2013,ott478660
Scaphechinus mirabilis,Scaphechinus mirabilis,Scutellidae,Clypeasteroida,Echinoidea,Echinodermata,Scaphechinus,N,42,132,P,NA,29,42,0.027145034,8.128600121,Mercier et al 2013,ott3651041
Solaster endeca,Solaster endeca,Solasteridae,Spinulodisa,Asteroidea,Echinodermata,Solaster,N,47,-52,L,800,76,47,0.056388499,5.006690025,Mercier et al 2013,ott977091
Stichopus sp.,Stichopus,Stichopodidae,Aspidochirotida,Holothuroid,Echinodermata,Stichopus,N,21,109,P,175,12,21,0.016408049,24.52149963,Mercier et al 2013,ott262458
