"","SpeciesID","SciName","family","Fbname","m_index","movement_keyword","source","notes","alt_species"
"581","Fis-23100","Cynoscion striatus","Sciaenidae","Striped weakfish",2,"habitat_reef","FOA","",""
"582","Fis-23462","Cynoscion virescens","Sciaenidae","Green weakfish",2,"habitat_coastal","FB","",""
"583","Fis-23135","Genyonemus lineatus","Sciaenidae","White croaker",2,"habitat_benthic","IUCN","",""
"584","Fis-23572","Isopisthus parvipinnis","Sciaenidae","Bigtooth corvina",2,"habitat_coastal","FB","",""
"585","Fis-14259","Larimichthys polyactis","Sciaenidae","Yellow croaker",2,"habitat_coastal","FB","",""
"586","Fis-22275","Larimus breviceps","Sciaenidae","Shorthead drum",2,"habitat_coastal","FB","",""
"587","Fis-29428","Leiostomus xanthurus","Sciaenidae","Spot croaker",2,"habitat_coastal","FB","",""
"588","Fis-23183","Macrodon ancylodon","Sciaenidae","King weakfish",2,"habitat_coastal","FB","",""
"589","Fis-23188","Menticirrhus littoralis","Sciaenidae","Gulf kingcroaker",2,"habitat_coastal","FB","",""
"590","Fis-23189","Menticirrhus saxatilis","Sciaenidae","Northern kingfish",2,"habitat_coastal","FB","",""
"591","Fis-26612","Micropogonias furnieri","Sciaenidae","Whitemouth croaker",2,"habitat_coastal","FB","",""
"592","Fis-23190","Micropogonias undulatus","Sciaenidae","Atlantic croaker",2,"habitat_coastal","FB","",""
"593","Fis-25191","Miichthys miiuy","Sciaenidae","Mi-iuy croaker",2,"habitat_coastal","FB","",""
"594","Fis-25339","Otolithes ruber","Sciaenidae","Tigertooth croaker",2,"habitat_coastal","FB","",""
"595","Fis-23210","Paralonchurus peruanus","Sciaenidae","Peruvian banded croaker",2,"habitat_coastal","FB","",""
"596","Fis-47175","Pennahia anea","Sciaenidae","Donkey croaker",2,"habitat_coastal","FB","",""
"597","Fis-21653","Pennahia argentata","Sciaenidae","Silver croaker",2,"habitat_coastal","FB","",""
"598","Fis-23219","Pogonias cromis","Sciaenidae","Black drum",2,"habitat_coastal","FB","",""
"599","Fis-23227","Pseudotolithus elongatus","Sciaenidae","Bobo croaker",2,"habitat_coastal","FB","",""
"600","Fis-23228","Pseudotolithus senegalensis","Sciaenidae","Cassava croaker",2,"habitat_coastal","FB","",""
"601","Fis-48305","Pseudotolithus senegallus","Sciaenidae","Law croaker",2,"habitat_coastal","FB","",""
"602","Fis-23235","Pteroscion peli","Sciaenidae","Boe drum",2,"habitat_benthic","FB","",""
"603","Fis-23796","Sciaenops ocellatus","Sciaenidae","Red drum",2,"habitat_benthic","FB","",""
"604","Fis-31013","Umbrina canariensis","Sciaenidae","Canary drum",2,"habitat_benthic","FB","",""
"605","Fis-29575","Umbrina canosai","Sciaenidae","Argentine croaker",2,"habitat_benthic","FB","",""
"606","Fis-23879","Umbrina cirrosa","Sciaenidae","Shi drum",2,"habitat_reef","FB","",""
"607","Fis-22864","Cololabis saira","Scomberesocidae","Pacific saury",3,"pelagic","FAO","FAO: ""migrates seasonally to southern Japan and adjacent waters in winter, and Hokkaido and the Kuril Islands in summer.""",""
"608","Fis-58405","Scomberesox saurus","Scomberesocidae","Atlantic saury",3,"pelagic","FB","",""
"609","Fis-22735","Acanthocybium solandri","Scombridae","Wahoo",3,"pelagic","FB","",""
"610","Fis-29265","Allothunnus fallai","Scombridae","Slender tuna",3,"pelagic","FB","",""
"611","Fis-22739","Auxis thazard","Scombridae","Frigate tuna",3,"pelagic","FB","",""
"612","Fis-22758","Euthynnus affinis","Scombridae","Kawakawa",3,"pelagic","IUCN","",""
"613","Fis-22759","Euthynnus alletteratus","Scombridae","Little tunny",3,"hms","IUCN","",""
"614","Fis-29391","Euthynnus lineatus","Scombridae","Black skipjack",3,"pelagic","IUCN","",""
"615","Fis-29402","Gasterochisma melampus","Scombridae","Butterfly kingfish",3,"deep","FB","",""
"616","Fis-22776","Gymnosarda unicolor","Scombridae","Dogtooth tuna",3,"pelagic","FAO","",""
"617","Fis-22777","Katsuwonus pelamis","Scombridae","Skipjack tuna",3,"pelagic","IUCN","",""
"618","Fis-22805","Orcynopsis unicolor","Scombridae","Plain bonito",3,"hms","FB","",""
"619","Fis-22812","Rastrelliger brachysoma","Scombridae","Short mackerel",3,"pelagic","IUCN","",""
"620","Fis-22813","Rastrelliger kanagurta","Scombridae","Indian mackerel",3,"pelagic","FAO","",""
"621","Fis-21631","Sarda chiliensis","Scombridae","Eastern Pacific bonito",3,"pelagic","IUCN","",""
"622","Fis-22817","Sarda orientalis","Scombridae","Striped bonito",3,"pelagic","IUCN","",""
"623","Fis-22818","Sarda sarda","Scombridae","Atlantic bonito",3,"hms","FB","",""
"624","Fis-29506","Scomber australasicus","Scombridae","Blue mackerel",3,"hms","FB","",""
"625","Fis-29507","Scomber japonicus","Scombridae","Chub mackerel",3,"hms","FB","",""
"626","Fis-29508","Scomber scombrus","Scombridae","Atlantic mackerel",3,"hms","FB","FB: ""They overwinter in deeper waters but move closer to shore in spring when water temperatures range between 11° and 14°C.""",""
"627","Fis-29509","Scomberomorus brasiliensis","Scombridae","Serra Spanish mackerel",2,"habitat_coastal","FB","FB: ""Does not migrate extensively, although some seasonal movement appears to occur off Trinidad.""",""
"628","Fis-22819","Scomberomorus cavalla","Scombridae","King mackerel",3,"hms","FB","FB: "" Large schools have been found to migrate over considerable distances along the Atlantic US coast, water temperature permitting.""",""
"629","Fis-22820","Scomberomorus commerson","Scombridae","Narrow-barred Spanish mackerel",3,"hms","FB","FB: ""Known to undertake lengthy long-shore migrations, but permanent resident populations also seem to exist. """,""
"630","Fis-22822","Scomberomorus guttatus","Scombridae","Indo-Pacific king mackerel",3,"hms","FB","FB: ""A pelagic migratory fish inhabiting coastal waters at depths between 15-200 m""",""
"631","Fis-22824","Scomberomorus lineolatus","Scombridae","Streaked seerfish",3,"pelagic","IUCN","",""
"632","Fis-22825","Scomberomorus maculatus","Scombridae","Atlantic Spanish mackerel",3,"hms","FB","FB: ""Migrates in large schools over great distances along the shore. """,""
"633","Fis-22826","Scomberomorus niphonius","Scombridae","Japanese Spanish mackerel",3,"hms","FB","FB: ""Undergoes a spawning migration in spring (March to June) and a feeding migration in fall (September to November) in the Inland Sea of Japan.""",""
"634","Fis-22827","Scomberomorus regalis","Scombridae","Cero",3,"pelagic","IUCN","",""
"635","Fis-29513","Scomberomorus sierra","Scombridae","Pacific sierra",3,"pelagic","IUCN","",""
"636","Fis-22830","Scomberomorus tritor","Scombridae","West African Spanish mackerel",3,"pelagic","IUCN","",""
"637","Fis-22832","Thunnus alalunga","Scombridae","Albacore",3,"hms","FB","",""
"638","Fis-22833","Thunnus albacares","Scombridae","Yellowfin tuna",3,"hms","FB","",""
"639","Fis-22834","Thunnus atlanticus","Scombridae","Blackfin tuna",3,"hms","FB","",""
"640","Fis-22835","Thunnus maccoyii","Scombridae","Southern bluefin tuna",3,"hms","FB","",""
"641","Fis-22836","Thunnus obesus","Scombridae","Bigeye tuna",3,"pelagic","IUCN","",""
"642","Fis-123736","Thunnus orientalis","Scombridae","Pacific bluefin tuna",3,"hms","FB","",""
"643","Fis-49220","Thunnus thynnus","Scombridae","Atlantic bluefin tuna",3,"pelagic","IUCN","",""
"644","Fis-22838","Thunnus tonggol","Scombridae","Longtail tuna",3,"pelagic","IUCN","",""
"645","Fis-22724","Lepidorhombus boscii","Scophthalmidae","Four-spot megrim",2,"habitat_benthic","FB","",""
"646","Fis-22725","Lepidorhombus whiffiagonis","Scophthalmidae","Megrim",2,"habitat_benthic","FB","",""
"647","Fis-23249","Scophthalmus aquosus","Scophthalmidae","Windowpane flounder",2,"habitat_benthic","FB","",""
"648","Fis-23250","Scophthalmus rhombus","Scophthalmidae","Brill",2,"habitat_benthic","FB","",""
"649","Fis-25420","Pontinus kuhlii","Scorpaenidae","Offshore rockfish",2,"habitat_deep","FB","",""
"650","Fis-23081","Cephaloscyllium isabellum","Scyliorhinidae","Draughtsboard shark",2,"habitat_reef","FB","or habtiat_benthic; FB: ""Found in crevices and caves of rocky reefs during the day, but may move to adjacent sandy areas at night""",""
"651","Fis-23256","Scyliorhinus stellaris","Scyliorhinidae","Nursehound",2,"habitat_benthic","FB","FB: "" found over rough, even rocky or coralline ground, and algal-covered bottoms. Feed on bottom-living invertebrates...""",""
"652","ITS-553012","Ibacus ciliatus","Scyllaridae","Japanese fan lobster",2,"habitat_benthic","IUCN","",""
"653","ITS-97680","Scyllarides latus","Scyllaridae","Mediterranean slipper lobster",2,"habitat_benthic","SLB","",""
"654","ITS-553055","Thenus orientalis","Scyllaridae","flathead lobster",2,"habitat_benthic","SLB","",""
"655","Fis-22764","Helicolenus dactylopterus","Sebastidae","Blackbelly rosefish",2,"habitat_benthic","IUCN","",""
"656","Fis-24947","Sebastes aleutianus","Sebastidae","Rougheye rockfish",2,"habitat_benthic","FB","",""
"657","Fis-23262","Sebastes alutus","Sebastidae","Pacific ocean perch",2,"habitat_benthic","FB","",""
"658","Fis-24952","Sebastes carnatus","Sebastidae","Gopher rockfish",1,"territorial","FB","FB: ""Inhabit holes or crevices in rocky areas (Ref. 2850).  Territorial (Ref. 2850)""",""
"659","Fis-24953","Sebastes chlorostictus","Sebastidae","Greenspotted rockfish",2,"habitat_benthic","FB","",""
"660","Fis-24957","Sebastes crameri","Sebastidae","Darkblotched rockfish",2,"habitat_benthic","FB","",""
"661","Fis-24959","Sebastes diploproa","Sebastidae","Splitnose rockfish",2,"habitat_benthic","FB","",""
"662","Fis-30634","Sebastes elongatus","Sebastidae","Greenstriped rockfish",2,"habitat_benthic","FB","",""
"663","Fis-23264","Sebastes entomelas","Sebastidae","Widow rockfish",2,"habitat_reef","FB","",""
"664","Fis-23265","Sebastes flavidus","Sebastidae","Yellowtail rockfish",2,"habitat_reef","FB","",""
"665","Fis-24963","Sebastes goodei","Sebastidae","Chilipepper rockfish",2,"habitat_reef","FB","",""
"666","Fis-24965","Sebastes jordani","Sebastidae","Shortbelly rockfish",2,"habitat_benthic","FB","",""
"667","Fis-30639","Sebastes melanops","Sebastidae","Black rockfish",2,"habitat_reef","FB","",""
"668","Fis-24969","Sebastes melanostomus","Sebastidae","Blackgill rockfish",2,"habitat_deep","FB","FB: ""Found on soft bottom in deep water, but young in shallower areas (Ref. 2850).""",""
"669","Fis-24971","Sebastes mystinus","Sebastidae","Blue rockfish",2,"habitat_reef","FB","",""
"670","Fis-30643","Sebastes paucispinis","Sebastidae","Bocaccio rockfish",2,"habitat_reef","FB","",""
"671","Fis-24974","Sebastes pinniger","Sebastidae","Canary rockfish",2,"habitat_reef","FB","",""
"672","Fis-24975","Sebastes polyspinis","Sebastidae","Northern rockfish",2,"habitat_benthic","FB","",""
"673","Fis-24979","Sebastes ruberrimus","Sebastidae","Yelloweye rockfish",2,"habitat_reef","FB","",""
"674","Fis-24981","Sebastes rufus","Sebastidae","Bank rockfish",2,"habitat_benthic","FB","FB: ""Adults demersal and semi-pelagic (Ref. 36715)""",""
"675","Fis-160414","Sebastes variabilis","Sebastidae",NA,2,"habitat_benthic","FB","",""
"676","Fis-30888","Sebastolobus alascanus","Sebastidae","Shortspine thornyhead",2,"habitat_benthic","FB","bathydemersal",""
"677","Fis-30889","Sebastolobus altivelis","Sebastidae","Longspine thornyhead",2,"habitat_deep","REF","Secondary ref: Jacobson, L.D., Vetter, R.D. 1996. Bathymetric demography and niche separation of thornyhead rockfish: Sebastolobus alascanus and Sebastolobus altivelis. Can. J. Fish. Aquat. Sci. 53:600–609.",""
"678","W-Msc-141444","Sepia officinalis","Sepiidae","common cuttlefish",2,"habitat_benthic","SLB","",""
"679","W-Msc-181376","Sepia pharaonis","Sepiidae","pharaoh cuttlefish",2,"habitat_benthic","SLB","",""
"680","ITS-95898","Acetes erythraeus","Sergestidae","tsivakihini paste shrimp",2,"habitat_coastal","SLB","",""
"681","ITS-95902","Acetes japonicus","Sergestidae","akiami paste shrimp",2,"habitat_coastal","SLB","",""
"682","Fis-22840","Acanthistius brasilianus","Serranidae","Argentine seabass",2,"habitat_benthic","IUCN","",""
"683","Fis-26115","Aethaloperca rogaa","Serranidae","Redmouth grouper",2,"habitat_reef","FB","FB: ""Marine; reef-associated; non-migratory""",""
"684","Fis-29242","Caprodon longimanus","Serranidae","Pink maomao",2,"habitat_reef","FB","",""
"685","Fis-22858","Centropristis striata","Serranidae","Black seabass",2,"habitat_reef","FB","",""
"686","Fis-31823","Cephalopholis argus","Serranidae","Peacock hind",2,"habitat_reef","FB","",""
"687","Fis-26117","Cephalopholis boenak","Serranidae","Chocolate hind",2,"habitat_reef","FB","",""
"688","Fis-27186","Cephalopholis fulva","Serranidae","Coney",2,"habitat_reef","FB","",""
"689","Fis-26120","Cephalopholis hemistiktos","Serranidae","Yellowfin hind",1,"territorial","FB","FB: ""It is a monogamous species, the pair jointly defends a common territory of up to 62 square m (Ref. 6480).""",""
"690","Fis-26123","Cephalopholis miniata","Serranidae","Coral hind",1,"territorial","FB","FB: ""These groups occupy territories of up to 475 sq m subdivided into secondary territories and defended by a single female (Ref. 6480).""",""
"691","Fis-26129","Cromileptes altivelis","Serranidae","Humpback grouper",2,"habitat_reef","FB","",""
"692","Fis-23120","Epinephelus aeneus","Serranidae","White grouper",3,"migratory","FB","FB: ""The seasonal migration of the species off the coast of Senegal is influenced by the seasonal upwelling off Senegal and Mauritania.""",""
"693","Fis-25586","Epinephelus areolatus","Serranidae","Areolate grouper",2,"habitat_coastal","FB","FB: ""Usually found in seagrass beds or on fine sediment bottoms near rocky reefs, dead coral, or alcyonarians (Ref. 5222), in shallow continental shelf waters "" ",""
"694","Fis-25679","Epinephelus chlorostigma","Serranidae","Brownspotted grouper",2,"habitat_coastal","FB","FB:  ""Found over a wide range of habitats like seagrass beds and outer reef slopes (Ref. 5213), also on mud bottoms. """,""
"695","Fis-25130","Epinephelus fuscoguttatus","Serranidae","Brown-marbled grouper",2,"habitat_reef","FB","",""
"696","Fis-25402","Epinephelus goreensis","Serranidae","Dungat grouper",2,"habitat_benthic","IUCN","",""
"697","Fis-26140","Epinephelus marginatus","Serranidae","Dusky grouper",1,"territorial","FB","FB: ""Solitary and territorial (Ref. 12382).""",""
"698","Fis-31150","Epinephelus merra","Serranidae","Honeycomb grouper",2,"habitat_reef","FB","",""
"699","Fis-22721","Epinephelus morio","Serranidae","Red grouper",2,"habitat_benthic","FB","",""
"700","Fis-25575","Epinephelus morrhua","Serranidae","Comet grouper",2,"habitat_reef","FB","FB: ""Marine; reef-associated; non-migratory""",""
"701","Fis-26509","Epinephelus multinotatus","Serranidae","White-blotched grouper",2,"habitat_reef","FB","",""
"702","Fis-32313","Epinephelus polylepis","Serranidae","Smallscaled grouper",2,"habitat_benthic","IUCN","",""
"703","Fis-22722","Epinephelus striatus","Serranidae","Nassau grouper",2,"habitat_reef","FB","",""
"704","Fis-26514","Epinephelus summana","Serranidae","Summan grouper",2,"habitat_reef","FB","",""
"705","Fis-25131","Epinephelus tauvina","Serranidae","Greasy grouper",2,"habitat_reef","FB","",""
"706","Fis-29121","Lepidoperca pulchella","Serranidae","Orange perch",2,"habitat_reef","FB","",""
"707","Fis-23649","Mycteroperca microlepis","Serranidae","Gag",2,"habitat_reef","FB","",""
"708","Fis-30327","Mycteroperca phenax","Serranidae","Scamp",2,"habitat_reef","FB","",""
"709","Fis-22926","Paralabrax humeralis","Serranidae","Peruvian rock seabass",2,"habitat_benthic","IUCN","",""
"710","Fis-31641","Plectropomus areolatus","Serranidae","Squaretail coralgrouper",2,"migratory","IUCN","IUCN: "" Individuals of both sexes appear to use reproductive migratory corridors to reach aggregation sites, which increase their vulnerability to fisheries (Rhodes and Tupper 2008).""",""
"711","Fis-25341","Plectropomus leopardus","Serranidae","Leopard coralgrouper",2,"habitat_reef","FB","",""
"712","Fis-32352","Plectropomus pessuliferus","Serranidae","Roving coralgrouper",2,"habitat_reef","FB","",""
"713","Fis-23810","Serranus cabrilla","Serranidae","Comber",2,"habitat_benthic","FB","",""
"714","Fis-25576","Variola louti","Serranidae","Yellow-edged lyretail",2,"habitat_reef","FB","",""
"715","ITS-96028","Sicyonia brevirostris","Sicyoniidae","brown rock shrimp",2,"habitat_benthic","SLB","",""
"716","ITS-96038","Sicyonia ingentis","Sicyoniidae","ridgeback rock shrimp",2,"habitat_benthic","SLB","",""
"717","Fis-25177","Sillago sihama","Sillaginidae","Silver sillago",2,"habitat_coastal","FB","",""
"718","Fis-23034","Austroglossus microlepis","Soleidae","West coast sole",2,"habitat_benthic","FB","",""
"719","Fis-23035","Austroglossus pectoralis","Soleidae","Mud sole",2,"habitat_benthic","FB","",""
"720","Fis-8265","Dicologlossa cuneata","Soleidae","Wedge sole",2,"habitat_benthic","FB","",""
"721","Fis-33029","Solea senegalensis","Soleidae","Senegalese sole",2,"habitat_benthic","FB","",""
"722","Fis-23272","Solea solea","Soleidae","Common sole",2,"habitat_benthic","FB","",""
"723","ITS-96015","Haliporoides diomedeae","Solenoceridae","Chilean knife shrimp",2,"habitat_benthic","SLB","",""
"724","ITS-96024","Haliporoides triarthrus","Solenoceridae","knife shrimp",2,"habitat_benthic","SLB","",""
"725","ITS-95971","Pleoticus muelleri","Solenoceridae","Argentine red shrimp",2,"habitat_benthic","SLB","",""
"726","ITS-95966","Pleoticus robustus","Solenoceridae","royal red shrimp",2,"habitat_benthic","SLB","",""
"727","ITS-95993","Solenocera agassizii","Solenoceridae","kolibri shrimp",2,"habitat_benthic","SLB","",""
"728","Fis-25680","Acanthopagrus berda","Sparidae","Goldsilk seabream",2,"habitat_coastal","FB","",""
"729","Fis-25176","Acanthopagrus bifasciatus","Sparidae","Twobar seabream",2,"habitat_reef","FB","",""
"730","Fis-26067","Acanthopagrus latus","Sparidae","Yellowfin seabream",2,"habitat_coastal","FB","",""
"731","Fis-23013","Archosargus probatocephalus","Sparidae","Sheepshead",2,"habitat_reef","FB","",""
"732","Fis-23015","Argyrops spinifer","Sparidae","King soldier bream",2,"habitat_coastal","FB","",""
"733","Fis-23018","Argyrozona argyrozona","Sparidae","Carpenter seabream",2,"habitat_reef","IUCN","IUCN: ""Tagging studies have shown that adults are fairly resident with a small percentage of fish that disperse (Brouwer et al. 2003, Griffiths and Wilke 2002) including some nomadic behaviour involving migrations of more than 100 km (Griffiths and Mann 2000).""",""
"734","Fis-22849","Boops boops","Sparidae","Bogue",3,"pelagic","FB","",""
"735","Fis-23091","Cheimerius nufar","Sparidae","Santer seabream",2,"habitat_reef","FB","",""
"736","Fis-26772","Crenidens crenidens","Sparidae","Karanteen seabream",2,"habitat_coastal","FB","",""
"737","Fis-25684","Cymatoceps nasutus","Sparidae","Black musselcracker",2,"habitat_coastal","FB","",""
"738","Fis-29364","Dentex angolensis","Sparidae","Angolan dentex",2,"habitat_coastal","FB","",""
"739","Fis-31047","Dentex congoensis","Sparidae","Congo dentex",2,"habitat_coastal","FB","",""
"740","Fis-23108","Dentex dentex","Sparidae","Common dentex",2,"habitat_reef","FB","",""
"741","Fis-23109","Dentex macrophthalmus","Sparidae","Large-eye dentex",2,"habitat_coastal","FB","",""
"742","Fis-23475","Diplodus annularis","Sparidae","Annular seabream",2,"habitat_coastal","FB","",""
"743","Fis-23479","Diplodus sargus","Sparidae","White seabream",2,"habitat_reef","FB","",""
"744","Fis-23480","Diplodus vulgaris","Sparidae","Common two-banded seabream",2,"habitat_reef","FB","",""
"745","Fis-23177","Lithognathus mormyrus","Sparidae","Sand steenbras",2,"habitat_reef","FB","",""
"746","Fis-23197","Oblada melanura","Sparidae","Saddled seabream",2,"habitat_reef","FB","",""
"747","Fis-23206","Pagellus acarne","Sparidae","Axillary seabream",2,"habitat_reef","FB","",""
"748","Fis-29463","Pagellus bellottii","Sparidae","Red pandora",2,"habitat_reef","FB","",""
"749","Fis-23207","Pagellus bogaraveo","Sparidae","Blackspot seabream",2,"habitat_reef","FB","",""
"750","Fis-23208","Pagellus erythrinus","Sparidae","Common pandora",2,"habitat_reef","FB","",""
"751","Fis-26110","Pagrus auratus","Sparidae","Silver seabream",2,"habitat_reef","FB","",""
"752","Fis-23093","Pagrus major","Sparidae","Red seabream",2,"habitat_reef","FB","",""
"753","Fis-23707","Pagrus pagrus","Sparidae","Red porgy",2,"habitat_reef","FB","",""
"754","Fis-23217","Petrus rupestris","Sparidae","Red steenbras",3,"migratory","REF","Secondary ref: Brouwer, S.L. 2002. Movement patterns of red steenbras Petrusrupestris tagged and released in the Tsitsikamma National Park, South Africa, South African Journal of Marine Science, 24(1):375-378.",""
"755","Fis-23234","Pterogymnus laniarius","Sparidae","Panga seabream",2,"habitat_reef","FB","",""
"756","Fis-23238","Rhabdosargus globiceps","Sparidae","White stumpnose",2,"habitat_reef","FB","",""
"757","Fis-26883","Rhabdosargus haffara","Sparidae","Haffara seabream",2,"habitat_reef","FB","",""
"758","Fis-22952","Sarpa salpa","Sparidae","Salema",2,"habitat_reef","FB","",""
"759","Fis-8229","Sparidentex hasta","Sparidae","Sobaity seabream",2,"habitat_reef","FB","",""
"760","Fis-6123","Sparus aurata","Sparidae","Gilthead seabream",2,"habitat_reef","IUCN","IUCN: ""This species has reduced home ranges and shows site fidelity when displaced (Abecassis and Erzini 2008)  and may be solitary or form small aggregations. """,""
"761","Fis-23826","Spondyliosoma cantharus","Sparidae","Black seabream",2,"habitat_reef","FB","",""
"762","Fis-23283","Stenotomus chrysops","Sparidae","Scup",2,"habitat_reef","FB","",""
"763","Fis-23821","Sphyraena barracuda","Sphyraenidae","Great barracuda",2,"habitat_coastal","FB","",""
"764","Fis-31106","Sphyraena jello","Sphyraenidae","Pickhandle barracuda",2,"habitat_coastal","FB","",""
"765","Fis-30988","Sphyraena obtusata","Sphyraenidae","Obtuse barracuda",2,"habitat_coastal","FB","",""
"766","Fis-23823","Sphyraena sphyraena","Sphyraenidae","European barracuda",2,"habitat_coastal","FB","",""
"767","Fis-23273","Sphyrna lewini","Sphyrnidae","Scalloped hammerhead",3,"migratory","FB","FB: ""Huge schools of small migrating individuals move pole ward in the summer in certain areas (Ref. 244). """,""
"768","Fis-23277","Sphyrna zygaena","Sphyrnidae","Smooth hammerhead",3,"migratory","FB","FB: ""Migrates northward in summer; young often in large aggregations of hundreds of individuals (Ref. 13562).""",""
"769","Fis-29532","Squalus acanthias","Squalidae","Picked dogfish",3,"migratory","FB","FB: ""Transoceanic migrations recorded, but rare (Ref. 88864).""",""
"770","Fis-164793","Squalus suckleyi","Squalidae","Pacific spiny dogfish",3,"migratory","FB","FB: ""It appears to prefer water temperatures between 7 and 15°C, and often makes longitudinal and depth migrations to follow this temperature preference (Ref. 48844).""",""
"771","Fis-23281","Squatina argentina","Squatinidae","Argentine angelshark",2,"habitat_benthic","FB","",""
"772","Fis-29541","Squatina californica","Squatinidae","Pacific angelshark",2,"habitat_benthic","FB","",""
"773","SLB-22975","Squilla mantis","Squillidae","spottail mantis shrimp",1,"sedentary","SLB","",""
"774","W-Hol-210916","Thelenota ananas","Stichopodidae","prickly redfish",1,"sedentary","SLB","",""
"775","Fis-23209","Pampus argenteus","Stromateidae","Silver pomfret",2,"habitat_coastal","FB","",""
"776","Fis-64153","Peprilus paru","Stromateidae","American harvestfish",2,"habitat_coastal","FB","FB: ""A pelagic fish forming large schools in coastal bays, inshore waters over the continental shelf and around islands at moderate depths (50 to 70 m) where it occurs throughout the year (Ref. 53006).""",""
"777","Fis-23216","Peprilus triacanthus","Stromateidae","Atlantic butterfish",3,"pelagic","FB","",""
"778","Fis-35420","Stromateus brasiliensis","Stromateidae","Southwest Atlantic butterfish",3,"pelagic","FB","",""
"779","Fis-30680","Stromateus fiatola","Stromateidae","Blue butterfish",3,"pelagic","FB","",""
"780","Fis-32096","Diastobranchus capensis","Synaphobranchidae","Basketwork eel",2,"habitat_deep","REF","Secondary ref: Jones, M.R.L., Breen, B.B. 2014. Role of scavenging in a synaphobranchid eel (Diastobranchus capensis, Barnard, 1923), from northeastern Chatham Rise, New Zealand. Deep Sea Research Part I: Oceanographic Research Papers, 85:118-123.",""
"781","Fis-22878","Harpadon nehereus","Synodontidae","Bombay-duck",2,"habitat_benthic","FB","",""
"782","Fis-26147","Saurida tumbil","Synodontidae","Greater lizardfish",2,"habitat_benthic","FB","",""
"783","Fis-23792","Saurida undosquamis","Synodontidae","Brushtooth lizardfish",2,"habitat_benthic","FB","",""
"784","W-Msc-449924","Trochus niloticus","Tegulidae","commercial top",1,"sedentary","SLB","",""
"785","Fis-26778","Pelates quadrilineatus","Terapontidae","Fourlined terapon",2,"habitat_coastal","FB","",""
"786","Fis-29419","Hoplostethus atlanticus","Trachichthyidae","Orange roughy",1,"sedentary","FB","FB: ""Based on parasite and trace-element analyses, orange roughy  is a sedentary species with little movement between fish-management zones (Ref. 27089)""",""
"787","Fis-30734","Trachinus draco","Trachinidae","Greater weever",2,"habitat_benthic","FB","FB: ""At night they swim around freely, even pelagically (Ref. 35388).""",""
"788","Fis-25029","Trachipterus arcticus","Trachipteridae","Dealfish",2,"habitat_deep","FB","",""
"789","Fis-25233","Galeorhinus galeus","Triakidae","Tope shark",3,"hms","FB","FB: ""Occurs in small schools that are highly migratory in higher latitudes in their range (Ref. 244).""",""
"790","Fis-31602","Mustelus antarcticus","Triakidae","Gummy shark",3,"migratory","FB","FB: ""These sharks  are capable of long migrations, females traveling longer distances than males (Ref. 6390).  Utilized fresh for human consumption (Ref. 6871).""",""
"791","Fis-31597","Mustelus asterias","Triakidae","Starry smooth-hound",2,"habitat_coastal","FB","",""
"792","Fis-31592","Mustelus lenticulatus","Triakidae","Spotted estuary smooth-hound",3,"migratory","FB","FB: ""Makes seasonal inshore-offshore movements (Ref. 244).  Makes extensive coastal migrations, with one tagged female moving at least 1160 km (Ref. 54100).""",""
"793","Fis-25412","Mustelus mustelus","Triakidae","Smooth-hound",2,"habitat_coastal","FB","",""
"794","Fis-31596","Mustelus schmitti","Triakidae","Narrownose smooth-hound",2,"habitat_coastal","FB","",""
"795","Fis-29275","Aphanopus carbo","Trichiuridae","Black scabbardfish",3,"deep","REF","Secondary ref: Pajuelo, J.G., et al. 2008. Biological parameters of the bathyal fish black scabbardfish (Aphanopus carbo Lowe, 1839) off the Canary Islands, Central-east Atlantic. Fisheries Reearch, 92(2-3):140-147.",""
"796","Fis-23173","Lepidopus caudatus","Trichiuridae","Silver scabbardfish",2,"habitat_deep","FB","",""
"797","Fis-30742","Trichiurus lepturus","Trichiuridae","Largehead hairtail",2,"habitat_coastal","FB","",""
"798","Fis-23014","Arctoscopus japonicus","Trichodontidae","Japanese sandfish",2,"habitat_benthic","FB","",""
"799","Fis-25665","Chelidonichthys capensis","Triglidae","Cape gurnard",2,"habitat_benthic","FB","",""
"800","Fis-23092","Chelidonichthys kumu","Triglidae","Bluefin gurnard",2,"habitat_benthic","FB","",""
"801","Fis-3310","Chelidonichthys lucerna","Triglidae","Tub gurnard",2,"habitat_benthic","FB","",""
"802","Fis-22760","Eutrigla gurnardus","Triglidae","Grey gurnard",2,"habitat_benthic","FB","",""
"803","Fis-23236","Pterygotrigla polyommata","Triglidae","Latchet",2,"habitat_benthic","FB","",""
"804","W-Msc-413379","Turbo cornutus","Turbinidae","horned turban",1,"sedentary","SLB","",""
"805","ITS-98208","Upogebia pugettensis","Upogebiidae","blue mud shrimp",1,"sedentary","SLB","SLB: ""It burrows in muddy sand of the intertidal zone""",""
"806","Fis-35418","Kathetostoma giganteum","Uranoscopidae","Giant stargazer",1,"sedentary","FB","",""
"807","Fis-30751","Uranoscopus scaber","Uranoscopidae","Stargazer",1,"sedentary","FB","",""
"808","W-Msc-141906","Callista chione","Veneridae","brown venus",1,"sedentary","SLB","",""
"809","W-Msc-141907","Chamelea gallina","Veneridae","Striped venus clam",1,"sedentary","SLB","",""
